"ID","DOT_WEB_ID","CASE_NUMBER","CRASH_YEAR","COUNTY","MUNICIPALITY","CRASH_DATE","CRASH_DAY_OF_WEEK","CRASH_MONTH","CRASH_TIME","POLICE_DEPT_CODE","POLICE_DEPARTMENT","POLICE_STATION","TOTAL_KILLED","TOTAL_INCAPACITATED","TOTAL_INJURED","PEDESTRIANS_KILLED","PEDESTRIANS_INJURED","SEVERITY","INTERSECTION","ALCOHOL_INVOLVED","HAZMAT_INVOLVED","CRASH_TYPE","TOTAL_VEHICLES_INVOLVED","CRASH_LOCATION","LOCATION_DIRECTION","ROUTE","ROUTE_SUFFIX","SRI","MILEPOST","ROAD_SYSTEM","ROAD_CHARACTER","ROAD_SURFACE_TYPE","SURFACE_CONDITION","LIGHT_CONDITION","ENVIRONMENTAL_CONDITION","ROAD_DIVIDED_BY","TEMP_TRAFFIC_CONTROL_ZONE","DISTANCE_TO_CROSS_STREET","UNIT_OF_MEASUREMENT","DIRECTION_FROM_CROSS_STREET","CROSS_STREET_NAME","IS_RAMP","RAMP_TO_FROM_ROUTE_NAME","RAMP_TO_FROM_ROUTE_DIRECTION","POSTED_SPEED","POSTED_SPEED_CROSS_STREET","LATITUDE","LONGITUDE","CELL_PHONE_IN_USE","OTHER_PROPERTY_DAMAGE","REPORTING_BADGE_NO","X","Y","CRASH_NARRATIVE","MPO","TOTAL_PEDESTRIANS_INVOLVED","EPDO","DLN","LatitudeGeocoded","LongitudeGeocoded"
3747371,"20111111I-2011-034569","I-2011-034569",2011,"MERCER","Trenton City","2011-12-30","Friday","December","20:42:00",1,"EWING TWP PD","SQUAD 1A",0,0,1,0,1,"Injury","At Intersection","No","No","Pedestrian",1,"MERCER COUNTY 653","NULL",653,"","11000653",NA,"County","Straight and Level","Blacktop","Dry","Dark (Street Lights On/ continuous)","Clear","None","None",NA,"At","NULL","BEAKES STREET","NULL","","NULL",25,25,0,0,"No","","171",NA,NA,NA,"DVRPC",1,"Pain",11403055,40.2349749,-74.7625227
3747916,"20111112I-2011-014724","I-2011-014724",2011,"MERCER","Washington Twp  (Mercer Co)","2011-08-09","Tuesday","August","19:59:00",1,"ROBBINSVILLE TWP PD","",0,0,0,0,0,"Property Damage","Not At Intersection","No","No","Pedestrian",1,"229 WYNDHAM PLACE","South",NA,"","",NA,"Private Property","Straight and Grade","Blacktop","Dry","Daylight","Clear","None","None",NA,"NULL","NULL","","NULL","","NULL",15,NA,0,0,"No","NONE","541",NA,NA,NA,"DVRPC",1,"PDO",11168508,40.226935,-74.6345769
3747990,"20111112I-2011-019130","I-2011-019130",2011,"MERCER","Washington Twp  (Mercer Co)","2011-10-16","Sunday","October","09:53:00",1,"ROBBINSVILLE TWP PD","",0,0,1,0,1,"Injury","At Intersection","No","No","Pedestrian",1,"HUTCHINSON ROAD","West",NA,"","11031036",NA,"Municipal","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","NULL","COOMBS ROAD","NULL","","NULL",45,35,0,0,"No","","537",NA,NA,NA,"DVRPC",1,"Pain",11235541,40.23795,-74.640567
3748076,"20111112I-2011-023498","I-2011-023498",2011,"MERCER","Washington Twp  (Mercer Co)","2011-12-23","Friday","December","13:56:00",1,"ROBBINSVILLE TWP PD","",0,0,1,0,1,"Injury","At Intersection","No","No","Pedestrian",1,"UNION STREET","East",NA,"","",NA,"Municipal","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","NULL","MCCABE STREET","NULL","","NULL",25,25,0,0,"No","","539",NA,NA,NA,"DVRPC",1,"Pain",11403184,40.2183606,-74.6232069
3748119,"2011111311-13578","11-13578",2011,"MERCER","West Windsor Township","2011-05-04","Wednesday","May","11:44:00",1,"WEST WINDSOR TWP PD","2011-13578",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"#500 NASSAU PK BLVD","NULL",NA,"","",NA,"Private Property","Straight and Level","Blacktop","Wet","Daylight","Rain","None","None",NA,"NULL","NULL","TARGET-PARKING LOT","NULL","","NULL",NA,NA,0,0,"No","","537",NA,NA,NA,"DVRPC",2,"Pain",11085304,40.306424,-74.6771009
3748133,"2011111311-14598","11-14598",2011,"MERCER","West Windsor Township","2011-05-13","Friday","May","11:39:00",1,"WEST WINDSOR TWP PD","2011-14598",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"100 NASSAU PK BLVD","East",NA,"","",NA,"Private Property","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"NULL","NULL","WALMART-MAIN PARKING LOT","NULL","","NULL",NA,NA,0,0,"No","","537",NA,NA,NA,"DVRPC",1,"Moderate Injury",11095401,40.303153,-74.675589
3748328,"2011111311-4168","11-4168",2011,"MERCER","West Windsor Township","2011-02-06","Sunday","February","14:29:00",1,"WEST WINDSOR TWP PD","2011-4168",0,0,1,0,1,"Injury","At Intersection","No","No","Non-fixed Object",1,"301 NASSAU PARK BOULEVARD","South",NA,"","",NA,"Private Property","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","NULL","SAM'S CLUB PARKING LOT","NULL","","NULL",NA,NA,0,0,"No","NONE","581",NA,NA,NA,"DVRPC",1,"Pain",11027064,40.301963,-74.681084
3748445,"201111132011-06013","2011-06013",2011,"MERCER","West Windsor Township","2011-02-24","Thursday","February","15:08:00",1,"WEST WINDSOR TWP PD","2011-06013",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",2,"25 ARNOLD DRIVE","North",NA,"","",NA,"Private Property","Curve and Grade","Blacktop","Dry","Daylight","Clear","None","None",NA,"NULL","NULL","","NULL","","NULL",NA,NA,0,0,"No","NONE","571",NA,NA,NA,"DVRPC",1,"Pain",11035231,40.3003221,-74.6266633
3748541,"201111132011-13316","2011-13316",2011,"MERCER","West Windsor Township","2011-05-02","Monday","May","01:02:00",1,"WEST WINDSOR TWP PD","2011-13316",0,1,2,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"US 1","North",1,"","00000001",9.36,"State Highway","Straight and Level","Blacktop","Dry","Dark (Street Lights On/ continuous)","Clear","Barrier Median","None",460,"Foot","South","MEADOW RD","NULL","","NULL",55,50,0,0,"No","","550",446915.561468,538405.689894,NA,"DVRPC",1,"Incapacitating Injury",11103324,40.313528,-74.664071
3748575,"201111132011-1452","2011-1452",2011,"MERCER","West Windsor Township","2011-01-14","Friday","January","07:56:00",1,"WEST WINDSOR TWP PD","2011-1452",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"VILLAGE RD EAST","East",NA,"","11131344",1.95,"Municipal","Curve and Level","Blacktop","Dry","Daylight","Clear","Painted Median","None",740,"Foot","East","SOUTHFIELD RD","NULL","","NULL",35,50,0,0,"No","","550",465775.65794,523734.995235,NA,"DVRPC",1,"Moderate Injury",11051736,40.2716943,-74.5969054
3748766,"201111132011-20936","2011-20936",2011,"MERCER","West Windsor Township","2011-07-18","Monday","July","20:18:00",1,"WEST WINDSOR TWP PD","2011-20936",0,0,0,0,0,"Property Damage","Not At Intersection","No","No","Pedestrian",1,"240 NASSAU PARK BLVD","East",NA,"","",NA,"Private Property","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"NULL","NULL","WEGMANS PARKING LOT","NULL","","NULL",NA,NA,0,0,"No","","579",NA,NA,NA,"DVRPC",1,"PDO",11151161,40.3060041,-74.6749956
3748827,"201111132011-23008","2011-23008",2011,"MERCER","West Windsor Township","2011-08-10","Wednesday","August","14:52:00",1,"WEST WINDSOR TWP PD","2011-23008",0,0,0,0,0,"Property Damage","Not At Intersection","No","No","Pedestrian",2,"101 NASSAU PARK BLVD","West",NA,"","",NA,"Private Property","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"NULL","NULL","WALMART","NULL","","NULL",NA,NA,0,0,"No","NONE","571",NA,NA,NA,"DVRPC",1,"PDO",11169046,40.3031,-74.676999
3748881,"201111132011-25129","2011-25129",2011,"MERCER","West Windsor Township","2011-09-03","Saturday","September","11:45:00",1,"WEST WINDSOR TWP PD","2011-25129",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"SOUTHFIELD ROAD","East",NA,"","",NA,"Mun Auth","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"NULL","NULL","WEST WINDSOR TOWNSHIP PUBLIC WORKS","NULL","","NULL",NA,NA,0,0,"No","","576",NA,NA,NA,"DVRPC",1,"Moderate Injury",11184337,40.2884551,-74.583164
3749048,"201111132011-29898","2011-29898",2011,"MERCER","West Windsor Township","2011-10-24","Monday","October","13:13:00",1,"WEST WINDSOR TWP PD","2011-29898",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"ROUTE 535","East",535,"","00000535",NA,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"NULL","NULL","MERCER COUNTY COMMUNITY COLLEGE","NULL","","NULL",NA,NA,0,0,"No","","576",NA,NA,NA,"DVRPC",1,"Moderate Injury",11229659,40.2525261,-74.6532326
3749166,"201111132011-32562","2011-32562",2011,"MERCER","West Windsor Township","2011-11-22","Tuesday","November","09:22:00",1,"WEST WINDSOR TWP PD","2011-32562",0,1,1,0,1,"Injury","Not At Intersection","Yes","No","Pedestrian",1,"N POST RD","North",NA,"","11131420",0.83,"Municipal","Straight and Level","Blacktop","Wet","Daylight","Rain","None","None",625,"Foot","South","WARD ROAD","NULL","","NULL",40,25,0,0,"No","","576",454761.977745,532348.721108,NA,"DVRPC",1,"Incapacitating Injury",11260300,40.2965367,-74.6335937
3749184,"201111132011-32830","2011-32830",2011,"MERCER","West Windsor Township","2011-11-25","Friday","November","17:28:00",1,"WEST WINDSOR TWP PD","2011-32830",0,0,0,0,0,"Property Damage","Not At Intersection","No","No","Pedestrian",1,"301 NASSAU PARK BOULEVARD","NULL",NA,"","",NA,"Private Property","Straight and Level","Blacktop","Dry","Dark (Street Lights On/ continuous)","Clear","None","None",NA,"NULL","NULL","SAM'S CLUP PARKING LOT","NULL","","NULL",NA,NA,0,0,"No","NONE","587",NA,NA,NA,"DVRPC",1,"PDO",11261614,40.301963,-74.681084
3749191,"201111132011-32947","2011-32947",2011,"MERCER","West Windsor Township","2011-11-28","Monday","November","03:46:00",1,"WEST WINDSOR TWP PD","2011-32947",0,0,1,0,1,"Injury","Not At Intersection","Yes","No","Pedestrian",1,"SOUTH LANE","South",NA,"","11131143",1.179,"Municipal","Straight and Level","Blacktop","Dry","Dark (No Street Lights)","Clear","None","None",215,"Foot","South","VILLAGE ROAD EAST","NULL","","NULL",40,35,0,0,"No","","576",468987.350946,521029.663604,NA,"DVRPC",1,"Pain",11269557,40.2642554,-74.582489
3749274,"201111132011-3465","2011-3465",2011,"MERCER","West Windsor Township","2011-01-31","Monday","January","21:12:00",1,"WEST WINDSOR TWP PD","2011-3465",0,1,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"STATION DRIVE","East",NA,"","",NA,"Mun Auth","Straight and Level","Blacktop","Dry","Dark (Street Lights On/ continuous)","Clear","None","None",515,"Foot","South","CR 571","NULL","","NULL",NA,40,0,0,"No","","576",NA,NA,NA,"DVRPC",1,"Incapacitating Injury",11035230,40.31874,-74.621888
3749282,"201111132011-34820","2011-34820",2011,"MERCER","West Windsor Township","2011-12-18","Sunday","December","15:38:00",1,"WEST WINDSOR TWP PD","2011-34820",0,1,1,0,1,"Injury","Not At Intersection","Yes","No","Same Direction - Rear End",3,"NASSAU PARK BLVD","East",NA,"","",NA,"Private Property","Straight and Grade","Blacktop","Dry","Daylight","Clear","Curbed Median","None",300,"Foot","West","RT 1 SOUTHBOUND","NULL","","NULL",35,55,0,0,"No","NONE","550",NA,NA,NA,"DVRPC",1,"Incapacitating Injury",11281650,40.3062704,-74.6786021
4025913,"2012110112-11377","12-11377",2012,"MERCER","East Windsor Township","2012-09-12","Wednesday","September","07:32:00",1,"EAST WINDSOR TWP PD","TRAFFIC SAFETY",0,0,1,0,1,"Injury","Not At Intersection","No","No","Same Direction - Rear End",2,"TENNYSON ROAD","East",NA,"","",NA,"Municipal","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",300,"Foot","West","SHELLY CIRCLE","NULL","","NULL",25,25,0,0,"No","","563",NA,NA,NA,"DVRPC",3,"Pain",12185616,40.284422,-74.5135252
4025934,"2012110112-11699","12-11699",2012,"MERCER","East Windsor Township","2012-09-19","Wednesday","September","14:09:00",1,"EAST WINDSOR TWP PD","TRAFFIC SAFETY?",0,0,0,0,0,"Property Damage","Not At Intersection","No","No","Pedestrian",1,"761 MERCER STREET","NULL",NA,"","",NA,"Private Property","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"NULL","NULL","WINDSOR CROSSING","NULL","","NULL",NA,NA,0,0,"No","NONE","563",NA,NA,NA,"DVRPC",1,"PDO",12199343,40.2337639,-74.5260757
4026125,"2012110112-15284","12-15284",2012,"MERCER","East Windsor Township","2012-12-07","Friday","December","18:07:00",1,"EAST WINDSOR TWP PD","TRAFFIC SAFETY?",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"370 ROUTE 130 SOUTH","NULL",NA,"","",NA,"Private Property","Straight and Level","Blacktop","Wet","Dark (Street Lights On/ continuous)","Rain","None","None",NA,"NULL","NULL","EAST WINDSOR TOWN CENTER","NULL","","NULL",NA,NA,0,0,"No","NONE","563",NA,NA,NA,"DVRPC",1,"Pain",12257427,40.271903,-74.548053
4026184,"2012110112-16259","12-16259",2012,"MERCER","East Windsor Township","2012-12-27","Thursday","December","13:00:00",1,"EAST WINDSOR TWP PD","UNIFORMED SERV?",0,0,0,0,0,"Property Damage","Not At Intersection","No","No","Pedestrian",1,"319 ROUTE 130 NORTH","North",NA,"","",NA,"Private Property","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",1320,"Foot","North","TOWN CENTER DRIVE","NULL","","NULL",5,30,0,0,"No","NONE","590",NA,NA,NA,"DVRPC",1,"PDO",12265708,40.27937,-74.529102
4026207,"2012110112-20053","12-20053",2012,"MERCER","East Windsor Township","2012-10-21","Sunday","October","19:22:00",1,"PRINCETON BORO PD","",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"ROUTE 571","NULL",571,"","00000571",NA,"County","Straight and Grade","Concrete","Dry","Dusk","Clear","None","None",15,"Foot","South","WILLIAM ST","NULL","","NULL",25,25,0,0,"No","","151",NA,NA,NA,"DVRPC",1,"Pain",12214573,40.3493819,-74.65625
4026221,"2012110112-2318","12-2318",2012,"MERCER","East Windsor Township","2012-02-22","Wednesday","February","07:11:00",1,"EAST WINDSOR TWP PD","TRAFFIC SAFETY?",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"60 ONE MILE ROAD","West",NA,"","",NA,"Private Property","Straight and Level","Blacktop","Dry","Daylight","Clear","Grass Median","None",300,"Foot","North","ROUTE 571","NULL","","NULL",25,45,0,0,"No","NONE","78",NA,NA,NA,"DVRPC",2,"Pain",12031618,40.2802977,-74.5450595
4026285,"2012110112-3914","12-3914",2012,"MERCER","East Windsor Township","2012-03-29","Thursday","March","21:37:00",1,"EAST WINDSOR TWP PD","PATROL",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"359 ROUTE 130","North",NA,"","",NA,"Private Property","Straight and Level","Blacktop","Dry","Dark (Street Lights On/ continuous)","Clear","None","None",50,"Foot","East","ROUTE 130 NORTH","NULL","","NULL",NA,45,0,0,"No","NONE","77",NA,NA,NA,"DVRPC",2,"Pain",12058343,40.275573,-74.535021
4026328,"2012110112-4780","12-4780",2012,"MERCER","East Windsor Township","2012-04-18","Wednesday","April","21:43:00",1,"EAST WINDSOR TWP PD","TRAFFIC UNIT",0,1,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"NJ 33","West",33,"","00000033",16.05,"State Highway","Straight and Level","Blacktop","Dry","Dark (No Street Lights)","Clear","Grass Median","None",1559,"Foot","West","TWIN RIVERS DR N / TWIN RIVERS DR S","NULL","","NULL",50,35,0,0,"No","","",494473.944075,522362.647097,NA,"DVRPC",1,"Incapacitating Injury",12095179,40.2739506,-74.4875504
4026527,"2012110112-8582","12-8582",2012,"MERCER","East Windsor Township","2012-07-10","Tuesday","July","23:39:00",1,"EAST WINDSOR TWP PD","TRAFFIC SAFETY",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"OAK CREEK ROAD","East",NA,"","11011020",1.801,"Municipal","Curve and Level","Blacktop","Dry","Dark (Street Lights On/ continuous)","Clear","None","None",50,"Foot","East","YORKSHIRE DRIVE","NULL","","NULL",30,25,0,0,"No","","563",475266.697569,524939.23114,NA,"DVRPC",3,"Moderate Injury",12161286,40.2747124,-74.5605191
4026569,"2012110112-9495","12-9495",2012,"MERCER","East Windsor Township","2012-08-01","Wednesday","August","02:06:00",1,"EAST WINDSOR TWP PD","TRAFFIC BUREAU",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"NJ 33","East",33,"","00000033",14.84,"State Highway","Straight and Level","Blacktop","Dry","Dark (Street Lights Off)","Clear","None","None",750,"Foot","East","DAVIDSON RD","NULL","","NULL",50,25,0,0,"No","","72",488217.37,522667.81,NA,"DVRPC",1,"Pain",12151094,40.2681859,-74.5153002
4026985,"20121102I-2012-000836","I-2012-000836",2012,"MERCER","Ewing Township","2012-01-11","Wednesday","January","17:24:00",1,"EWING TWP PD","SQUAD2 TRAFFIC",1,0,1,1,0,"Fatal","Not At Intersection","No","No","Pedestrian",1,"NJ 31","NULL",31,"","00000031",1.51,"State Highway","Straight and Level","Blacktop","Dry","Dusk","Clear","None","None",10,"Foot","South","CR 636 / PARKSIDE AVE","NULL","","NULL",NA,35,0,0,"No","","149",415222.99,514450.1,NA,"DVRPC",1,"Fatal Injury",12083570,40.2454694,-74.7755139
4027391,"20121102I-2012-012192","I-2012-012192",2012,"MERCER","Ewing Township","2012-05-23","Wednesday","May","19:41:00",1,"EWING TWP PD","P2-A",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"HAZEL AVENUE","NULL",NA,"","11111282",0.243,"Municipal","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",70,"Foot","North","HOMESTEAD AVENUE","NULL","","NULL",25,25,0,0,"No","NONE","105",417317.809897,511378.13987,NA,"DVRPC",1,"Moderate Injury",12403614,40.237094,-74.767938
4027662,"20121102I-2012-020620","I-2012-020620",2012,"MERCER","Ewing Township","2012-09-01","Saturday","September","03:19:00",1,"EWING TWP PD","SQUAD2 TRAFFIC",0,1,1,0,1,"Injury","Not At Intersection","Yes","No","Pedestrian",1,"VANNEST AVENUE","NULL",NA,"","",NA,"Municipal","Straight and Level","Blacktop","Dry","Dark (Street Lights On/ continuous)","Clear","None","None",70,"Foot","South","RADNOR AVE","NULL","","NULL",25,25,0,0,"No","","149",NA,NA,NA,"DVRPC",1,"Incapacitating Injury",12407951,40.2464467,-74.7877476
4027707,"20121102I-2012-021757","I-2012-021757",2012,"MERCER","Ewing Township","2012-09-14","Friday","September","20:08:00",1,"EWING TWP PD","P2-A",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"BUTTONWOOD DR","East",NA,"","11021391",0.009,"Municipal","Straight and Level","Blacktop","Dry","Dark (Street Lights On/ continuous)","Clear","None","None",50,"Foot","East","PARKSIDE AVENUE","NULL","","NULL",40,35,0,0,"No","","105",418532.10742,516407.650068,NA,"DVRPC",1,"Pain",12407438,40.2544928,-74.76627
4027954,"20121102I-2012-028175","I-2012-028175",2012,"MERCER","Ewing Township","2012-11-26","Monday","November","13:19:00",1,"EWING TWP PD","SQUAD4 TRAFFIC",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"1605 OLDEN AVE (POPEYES)","NULL",NA,"","",NA,"Private Property","Straight and Level","Concrete","Dry","Daylight","Clear","None","None",NA,"NULL","NULL","","NULL","","NULL",NA,NA,0,0,"No","","163",NA,NA,NA,"DVRPC",1,"Pain",12410691,40.243537,-74.758764
4027979,"20121102I-2012-029091","I-2012-029091",2012,"MERCER","Ewing Township","2012-12-08","Saturday","December","17:21:00",1,"EWING TWP PD","SQUAD 3A",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"1400 PARKWAY AVE(MARRAZZO'S)","NULL",NA,"","",NA,"Private Property","Straight and Level","Blacktop","Dry","Dark (Street Lights On/ continuous)","Clear","None","None",NA,"NULL","NULL","","NULL","","NULL",NA,NA,0,0,"No","","174",NA,NA,NA,"DVRPC",2,"Pain",12412009,40.2668877,-74.8056572
4028024,"20121102I-2012-030555","I-2012-030555",2012,"MERCER","Ewing Township","2012-12-27","Thursday","December","21:37:00",1,"EWING TWP PD","SQUAD4 TRAFFIC",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"NJ 31","NULL",31,"","00000031",1.24,"State Highway","Straight and Level","Blacktop","Dry","Dark (Street Lights On/ continuous)","Clear","None","None",10,"Foot","North","MCCARTHY DR","NULL","","NULL",35,25,0,0,"No","","163",415130.370819,513045.004598,NA,"DVRPC",1,"Pain",12412978,40.2416032,-74.7758135
4028084,"2012110312-10428","12-10428",2012,"MERCER","Hamilton Twp (Mercer Co)","2012-03-16","Friday","March","06:43:00",1,"HAMILTON TWP PD (MERCER)","TRAFFIC BUREAU",1,0,0,1,0,"Fatal","Not At Intersection","No","No","Pedestrian",1,"CYPRESS LN","East",NA,"","11032068",0.162,"Municipal","Straight and Level","Blacktop","Wet","Dark (Street LIghts On/ spot)","Overcast","None","None",10,"Foot","East","COTTONWOOD DR","NULL","","NULL",30,NA,0,0,"No","","407",439800.294952,503409.534906,NA,"DVRPC",1,"Fatal Injury",12054750,40.215391,-74.687372
4028233,"2012110312-13126","12-13126",2012,"MERCER","Hamilton Twp (Mercer Co)","2012-04-04","Wednesday","April","20:34:00",1,"HAMILTON TWP PD (MERCER)","",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"NJ 33","East",33,"","00000033",1.49,"State Highway","Straight and Level","Blacktop","Dry","Dark (Street LIghts On/ spot)","Clear","None","None",25,"Foot","East","WOODLAWN AVE","NULL","","NULL",35,25,0,0,"No","","407",427027.299456,507311.05238,NA,"DVRPC",1,"Pain",12068792,40.2259114,-74.7332693
4028259,"2012110312-13597","12-13597",2012,"MERCER","Hamilton Twp (Mercer Co)","2012-04-07","Saturday","April","18:07:00",1,"HAMILTON TWP PD (MERCER)","",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"BARRICKLO ST","NULL",NA,"","11031734",0.019,"Municipal","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",100,"Foot","West","LALOR ST","NULL","","NULL",25,35,0,0,"No","","389",424606.753783,497718.220426,NA,"DVRPC",1,"Moderate Injury",12068803,40.199892,-74.741746
4028260,"2012110312-13618","12-13618",2012,"MERCER","Hamilton Twp (Mercer Co)","2012-04-07","Saturday","April","20:43:00",1,"HAMILTON TWP PD (MERCER)","",0,0,0,0,0,"Property Damage","Not At Intersection","Yes","No","Pedestrian",1,"NJ 33","NULL",33,"","00000033",1.64,"State Highway","Straight and Level","Blacktop","Dry","Dark (Street Lights On/ continuous)","Clear","None","None",15,"Foot","West","CONNECTICUT AVE","NULL","","NULL",30,25,0,0,"No","","438",427703.929688,507725.248002,NA,"DVRPC",1,"PDO",12068797,40.2270858,-74.7307755
4028321,"2012110312-14987","12-14987",2012,"MERCER","Hamilton Twp (Mercer Co)","2012-04-16","Monday","April","22:54:00",1,"HAMILTON TWP PD (MERCER)","",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"MERCER COUNTY 614","NULL",614,"","11000614",0.58,"County","Straight and Level","Blacktop","Dry","Dark (Street Lights On/ continuous)","Clear","None","None",150,"Foot","East","HOLLYWOOD DR","NULL","","NULL",35,25,0,0,"No","","466",428678.452141,509879.826689,NA,"DVRPC",1,"Pain",12073023,40.2307887,-74.7236935
4028348,"2012110312-15483","12-15483",2012,"MERCER","Hamilton Twp (Mercer Co)","2012-04-20","Friday","April","18:55:00",1,"HAMILTON TWP PD (MERCER)","",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"2900 KLOCKNER RD","NULL",NA,"","",NA,"Mun Auth","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"NULL","NULL","","NULL","","NULL",NA,NA,0,0,"No","","407",NA,NA,NA,"DVRPC",1,"Moderate Injury",12080060,40.2161829,-74.6617703
4028373,"2012110312-15937","12-15937",2012,"MERCER","Hamilton Twp (Mercer Co)","2012-04-24","Tuesday","April","10:47:00",1,"HAMILTON TWP PD (MERCER)","",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"130 MARKETPLACE BLVD","NULL",NA,"","",NA,"Private Property","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"NULL","NULL","","NULL","","NULL",NA,NA,0,0,"No","","322",NA,NA,NA,"DVRPC",1,"Pain",12086718,40.1921972,-74.6422678
4028392,"2012110312-16255","12-16255",2012,"MERCER","Hamilton Twp (Mercer Co)","2012-04-26","Thursday","April","16:46:00",1,"HAMILTON TWP PD (MERCER)","",0,0,0,0,0,"Property Damage","Not At Intersection","No","No","Pedestrian",1,"S CLINTON AVE","NULL",NA,"","11031969",1.25,"Municipal","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",500,"Foot","East","E.PARK AVE.","NULL","","NULL",35,NA,0,0,"No","","401",429297.935714,497209.897143,NA,"DVRPC",1,"PDO",12086714,40.197641,-74.7234
4028467,"2012110312-17473","12-17473",2012,"MERCER","Hamilton Twp (Mercer Co)","2012-05-04","Friday","May","21:39:00",1,"HAMILTON TWP PD (MERCER)","",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"KLEIN AVE","NULL",NA,"","11031339",0,"Municipal","Straight and Level","Blacktop","Wet","Dark (Street Lights On/ continuous)","Rain","None","None",2,"Foot","South","HAMILTON AVE","NULL","","NULL",NA,25,0,0,"No","","901",428578.370053,505535.729967,NA,"DVRPC",1,"Pain",12090520,40.2211043,-74.7275451
4028540,"2012110312-1874","12-1874",2012,"MERCER","Hamilton Twp (Mercer Co)","2012-01-13","Friday","January","20:30:00",1,"HAMILTON TWP PD (MERCER)","",1,0,0,1,0,"Fatal","Not At Intersection","No","No","Pedestrian",1,"MERCER COUNTY 620","West",620,"","11000620",0.5,"County","Straight and Level","Blacktop","Dry","Dark (Street Lights On/ continuous)","Clear","None","None",5,"Foot","West","GROPP AVE","NULL","","NULL",40,25,0,0,"No","","398",437167.714,495226.062,NA,"DVRPC",1,"Fatal Injury",12011298,40.2194203,-74.7246528
4028564,"2012110312-19198","12-19198",2012,"MERCER","Hamilton Twp (Mercer Co)","2012-05-16","Wednesday","May","20:02:00",1,"HAMILTON TWP PD (MERCER)","",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"CONNECTICUT AVE","North",NA,"","11031372",0.178,"Municipal","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",200,"Foot","South","GREENWOOD AVE","NULL","","NULL",25,30,0,0,"No","","407",427777.284254,507596.756912,NA,"DVRPC",1,"Pain",12101766,40.2270858,-74.7307755
4028683,"2012110312-21589","12-21589",2012,"MERCER","Hamilton Twp (Mercer Co)","2012-06-01","Friday","June","10:03:00",1,"HAMILTON TWP PD (MERCER)","",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"THROPP","East",NA,"","11031489",0.002,"Municipal","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",8,"Foot","East","SOUTH BROAD","NULL","","NULL",25,35,0,0,"No","","330",432015.925708,495111.995371,NA,"DVRPC",1,"Moderate Injury",12115848,40.1924916,-74.7151845
